Season,Playoffs,Filler,Team,Full Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,o_eFG%,o_TOV%,o_DRB%,o_FT/FGA,Total,W%
2021,2,Memphis Grizzlies*,Memphis Grizzlies,2021 Memphis Grizzlies*,24.2,38,34,38,34,1.03,0.04,1.07,112,111,1,100.4,0.232,0.342,0.56,0.528,11.6,24.2,0.179,0.535,13.1,78.3,0.196,72,0.527777778
2021,2,Miami Heat*,Miami Heat,2021 Miami Heat*,27.4,40,32,36,36,0.03,-0.09,-0.06,111.2,111.2,0,96.6,0.252,0.432,0.581,0.546,13.1,19.4,0.199,0.542,13.8,77.9,0.183,72,0.555555556
2021,1,Indiana Pacers,Indiana Pacers,2021 Indiana Pacers,26.5,34,38,36,36,-0.04,-0.08,-0.13,112.4,112.4,0,101.6,0.227,0.372,0.575,0.542,11.9,20.2,0.18,0.531,12.7,74.9,0.201,72,0.472222222
2021,1,New Orleans Pelicans,New Orleans Pelicans,2021 New Orleans Pelicans,24.8,31,41,35,37,-0.29,0.1,-0.2,113.5,113.8,-0.3,100.1,0.293,0.342,0.57,0.537,12.7,26.3,0.214,0.55,11.9,80,0.186,72,0.430555556
2021,1,Toronto Raptors,Toronto Raptors,2021 Toronto Raptors,26.6,27,45,35,37,-0.47,-0.07,-0.54,112,112.5,-0.5,99.2,0.241,0.444,0.567,0.529,11.9,20.8,0.196,0.543,14.4,76.3,0.234,72,0.375
2021,1,Chicago Bulls,Chicago Bulls,2021 Chicago Bulls,25.6,31,41,34,38,-0.89,-0.05,-0.94,111.1,112,-0.9,99,0.197,0.383,0.575,0.547,13.6,22.3,0.156,0.538,11.6,80.3,0.196,72,0.430555556
2021,1,San Antonio Spurs,San Antonio Spurs,2021 San Antonio Spurs,26.2,33,39,32,40,-1.74,0.15,-1.58,111,112.8,-1.8,98.9,0.243,0.314,0.554,0.517,10.2,20,0.192,0.541,11.8,77.3,0.174,72,0.458333333
2021,2,Washington Wizards*,Washington Wizards,2021 Washington Wizards*,26.6,34,38,32,40,-1.83,-0.01,-1.85,111.2,113,-1.8,104.1,0.288,0.319,0.569,0.531,12.3,21.3,0.221,0.539,12.5,77.6,0.217,72,0.472222222
2021,1,Charlotte Hornets,Charlotte Hornets,2021 Charlotte Hornets,24.6,33,39,32,40,-1.93,-0.01,-1.94,110.9,112.8,-1.9,98.3,0.238,0.422,0.564,0.532,13.3,23.5,0.181,0.55,13.2,75.7,0.163,72,0.458333333
2021,1,Sacramento Kings,Sacramento Kings,2021 Sacramento Kings,25.6,31,41,28,44,-3.68,0.23,-3.45,113.6,117.2,-3.6,100,0.248,0.376,0.578,0.549,12,21.3,0.185,0.557,12.1,75,0.199,72,0.430555556
2021,1,Detroit Pistons,Detroit Pistons,2021 Detroit Pistons,24.5,20,52,26,46,-4.47,0.09,-4.38,108,112.5,-4.5,97.9,0.273,0.385,0.556,0.519,13.5,21.9,0.207,0.541,12.6,76.9,0.195,72,0.277777778
2021,1,Minnesota Timberwolves,Minnesota Timberwolves,2021 Minnesota Timberwolves,23.2,23,49,24,48,-5.56,0.31,-5.25,109.5,115,-5.5,101.6,0.254,0.413,0.555,0.52,12.4,22.7,0.193,0.556,13.3,76.8,0.207,72,0.319444444
2021,1,Houston Rockets,Houston Rockets,2021 Houston Rockets,26.5,17,55,20,52,-7.9,0.4,-7.5,107.1,114.9,-7.8,101.4,0.252,0.459,0.553,0.521,13,19.8,0.187,0.555,12.9,77.1,0.201,72,0.236111111
2021,1,Cleveland Cavaliers,Cleveland Cavaliers,2021 Cleveland Cavaliers,24,22,50,18,54,-8.44,0.25,-8.19,105.8,114.4,-8.6,97.3,0.261,0.347,0.543,0.508,13.9,23.6,0.194,0.556,13,76.6,0.183,72,0.305555556
2021,1,Orlando Magic,Orlando Magic,2021 Orlando Magic,25.6,21,51,17,55,-9.31,0.29,-9.02,105.1,114.5,-9.4,98.7,0.24,0.356,0.527,0.49,11.5,21.6,0.186,0.547,11.5,78.2,0.169,72,0.291666667
2021,1,Oklahoma City Thunder,Oklahoma City Thunder,2021 Oklahoma City Thunder,22.8,22,50,15,57,-10.64,0.51,-10.13,103.5,114,-10.5,101,0.242,0.399,0.539,0.509,14.2,21.2,0.176,0.547,11.5,77.9,0.167,72,0.305555556
2022,5,Boston Celtics*,Boston Celtics,2022 Boston Celtics*,26.1,51,31,59,23,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24,0.195,0.502,12.5,77.3,0.183,82,0.62195122
2022,3,Phoenix Suns*,Phoenix Suns,2022 Phoenix Suns*,27.5,64,18,59,23,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13,77.1,0.195,82,0.780487805
2022,2,Utah Jazz*,Utah Jazz,2022 Utah Jazz*,29.3,49,33,56,26,6.04,-0.37,5.67,116.7,110.5,6.2,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,82,0.597560976
2022,3,Memphis Grizzlies*,Memphis Grizzlies,2022 Memphis Grizzlies*,24,56,26,55,27,5.68,-0.32,5.37,114.6,109,5.6,100.3,0.245,0.346,0.553,0.522,11.2,30,0.18,0.523,13.3,77.8,0.195,82,0.682926829
2022,6,Golden State Warriors*,Golden State Warriors,2022 Golden State Warriors*,27.6,53,29,55,27,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,0.509,13,78.7,0.201,82,0.646341463
2022,4,Miami Heat*,Miami Heat,2022 Miami Heat*,28.2,53,29,53,29,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,0.524,13.8,78,0.209,82,0.646341463
2022,4,Dallas Mavericks*,Dallas Mavericks,2022 Dallas Mavericks*,26.7,52,30,50,32,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,0.521,12.2,78,0.185,82,0.634146341
2022,3,Milwaukee Bucks*,Milwaukee Bucks,2022 Milwaukee Bucks*,28.5,51,31,49,33,3.35,-0.14,3.22,115.1,111.8,3.3,99.9,0.257,0.43,0.58,0.546,11.9,23,0.199,0.536,11.6,78.6,0.165,82,0.62195122
2022,3,Philadelphia 76ers*,Philadelphia 76ers,2022 Philadelphia 76ers*,26.8,51,31,48,34,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,82,0.62195122
2022,2,Minnesota Timberwolves*,Minnesota Timberwolves,2022 Minnesota Timberwolves*,24.2,46,36,48,34,2.63,-0.1,2.53,114.3,111.7,2.6,100.9,0.254,0.454,0.573,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,82,0.56097561
2022,2,Denver Nuggets*,Denver Nuggets,2022 Denver Nuggets*,27.7,48,34,47,35,2.3,-0.15,2.16,114.5,112.1,2.4,97.8,0.244,0.416,0.59,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,82,0.585365854
2022,2,Toronto Raptors*,Toronto Raptors,2022 Toronto Raptors*,24.8,48,34,47,35,2.29,0.08,2.38,112.9,110.5,2.4,96,0.234,0.375,0.543,0.51,11,28.4,0.177,0.535,14.4,75.6,0.199,82,0.585365854
2022,1,Cleveland Cavaliers,Cleveland Cavaliers,2022 Cleveland Cavaliers,24.7,44,38,47,35,2.12,-0.08,2.04,111.9,109.7,2.2,96.1,0.261,0.387,0.571,0.538,13.2,24,0.198,0.52,12.3,76.5,0.172,82,0.536585366
2022,2,Atlanta Hawks*,Atlanta Hawks,2022 Atlanta Hawks*,26.1,43,39,45,37,1.56,-0.01,1.55,116.5,114.9,1.6,97.7,0.253,0.39,0.581,0.543,10.8,23,0.205,0.543,11.5,76.9,0.177,82,0.524390244
2022,2,Brooklyn Nets*,Brooklyn Nets,2022 Brooklyn Nets*,29.1,44,38,43,39,0.78,0.04,0.82,113.6,112.8,0.8,99,0.246,0.359,0.576,0.54,12.5,23.9,0.198,0.521,11.7,75.1,0.201,82,0.536585366
2022,1,Charlotte Hornets,Charlotte Hornets,2022 Charlotte Hornets,25.5,43,39,42,40,0.44,0.09,0.53,114.1,113.7,0.4,100,0.234,0.418,0.572,0.544,11.6,23.3,0.173,0.544,13.1,74.8,0.187,82,0.524390244
2022,1,San Antonio Spurs,San Antonio Spurs,2022 San Antonio Spurs,24.5,34,48,41,41,0.12,-0.1,0.02,112.4,112.3,0.1,100,0.22,0.345,0.556,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,82,0.414634146
2022,1,Los Angeles Clippers,Los Angeles Clippers,2022 Los Angeles Clippers,27.5,42,40,41,41,0.02,0.06,0.09,110.1,110.1,0,98,0.224,0.391,0.564,0.531,12.5,20.6,0.178,0.514,12,74.4,0.167,82,0.512195122
2022,1,New York Knicks,New York Knicks,2022 New York Knicks,26,37,45,41,41,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,0.28,0.428,0.55,0.513,12,25.1,0.208,0.521,11.7,78.8,0.198,82,0.451219512
2022,2,Chicago Bulls*,Chicago Bulls,2022 Chicago Bulls*,26.3,46,36,40,42,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,0.248,0.332,0.579,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,82,0.56097561
2022,2,New Orleans Pelicans*,New Orleans Pelicans,2022 New Orleans Pelicans*,25.6,36,46,38,44,-0.99,0.15,-0.84,112,113,-1,97.2,0.264,0.365,0.557,0.517,12.5,26.9,0.208,0.547,13,78.2,0.196,82,0.43902439
2022,1,Los Angeles Lakers,Los Angeles Lakers,2022 Los Angeles Lakers,30.2,33,49,33,49,-3.05,-0.03,-3.08,110.3,113.3,-3,100.1,0.259,0.388,0.567,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,82,0.402439024
2022,1,Washington Wizards,Washington Wizards,2022 Washington Wizards,25.9,35,47,32,50,-3.38,0.15,-3.23,111.1,114.5,-3.4,97,0.252,0.356,0.568,0.532,12.1,20.9,0.197,0.529,10.7,76.9,0.202,82,0.426829268
2022,1,Indiana Pacers,Indiana Pacers,2022 Indiana Pacers,26,25,57,32,50,-3.48,0.22,-3.26,112.6,116.1,-3.5,98,0.239,0.395,0.564,0.531,12.7,25.5,0.184,0.552,11.9,76.2,0.204,82,0.304878049
2022,1,Sacramento Kings,Sacramento Kings,2022 Sacramento Kings,25.8,30,52,28,54,-5.46,0.2,-5.26,109.9,115.3,-5.4,99.8,0.264,0.377,0.561,0.525,12.5,21.3,0.203,0.551,11.9,76,0.176,82,0.365853659
2022,1,Detroit Pistons,Detroit Pistons,2022 Detroit Pistons,23.6,23,59,22,60,-7.72,0.37,-7.36,106,113.8,-7.8,98.4,0.249,0.391,0.533,0.494,12.6,23.4,0.194,0.541,13.1,75.6,0.226,82,0.280487805
2022,1,Orlando Magic,Orlando Magic,2022 Orlando Magic,23.3,22,60,21,61,-8,0.33,-7.67,104.5,112.5,-8,99.2,0.223,0.417,0.538,0.503,13,19.8,0.175,0.532,11.7,77.2,0.196,82,0.268292683
2022,1,Oklahoma City Thunder,Oklahoma City Thunder,2022 Oklahoma City Thunder,22.4,24,58,21,61,-8.1,0.2,-7.9,104.6,112.8,-8.2,98.5,0.223,0.419,0.53,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,82,0.292682927
2022,1,Houston Rockets,Houston Rockets,2022 Houston Rockets,24.1,20,62,21,61,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,0.284,0.448,0.565,0.534,14.5,21.7,0.202,0.554,12.3,74.4,0.206,82,0.243902439
2022,1,Portland Trail Blazers,Portland Trail Blazers,2022 Portland Trail Blazers,25.6,27,55,20,62,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,0.248,0.422,0.55,0.515,13,22.9,0.188,0.559,12.7,76.9,0.222,82,0.329268293
,6,,Bounds,Bounds,,,,,,,,,95.2,98.2,-15.2,,,,0.483,0.439,,,,0.45,,,,,0.10606
,5,,Bounds,Bounds,,,,,,,,,95.2,98.2,-15.2,,,,0.483,0.439,,,,0.45,,,,,0.10606
,4,,Bounds,Bounds,,,,,,,,,95.2,98.2,-15.2,,,,0.483,0.439,,,,0.45,,,,,0.10606
,3,,Bounds,Bounds,,,,,,,,,95.2,98.2,-15.2,,,,0.483,0.439,,,,0.45,,,,,0.10606
,2,,Bounds,Bounds,,,,,,,,,95.2,98.2,-15.2,,,,0.483,0.439,,,,0.45,,,,,0.10606
,1,,Bounds,Bounds,,,,,,,,,95.2,98.2,-15.2,,,,0.483,0.439,,,,0.45,,,,,0.10606
,6,,Bounds,Bounds,,,,,,,,,118.3,117.6,11.6,,,,0.61,0.575,,,,0.64,,,,,0.89024
,5,,Bounds,Bounds,,,,,,,,,118.3,117.6,11.6,,,,0.61,0.575,,,,0.64,,,,,0.89024
,4,,Bounds,Bounds,,,,,,,,,118.3,117.6,11.6,,,,0.61,0.575,,,,0.64,,,,,0.89024
,3,,Bounds,Bounds,,,,,,,,,118.3,117.6,11.6,,,,0.61,0.575,,,,0.64,,,,,0.89024
,2,,Bounds,Bounds,,,,,,,,,118.3,117.6,11.6,,,,0.61,0.575,,,,0.64,,,,,0.89024
,1,,Bounds,Bounds,,,,,,,,,118.3,117.6,11.6,,,,0.61,0.575,,,,0.64,,,,,0.89024
